Zona;piso;Estrato;precio_millon;Area_contruida;parqueaderos;Banos;Habitaciones;Tipo;Barrio;cordenada_longitud;Cordenada_latitud
Zona Sur;3;5;1000;500;4;5;4;Casa;ciudad jardín;-76,514;3,396
Zona Sur;NA;4;290;240;NA;3;5;Casa;caney;-76,514;3,387
Zona Norte;NA;5;420;102;2;3;3;Apartamento;urbanización la flora;-76,514;3,485
Zona Norte;3;4;270;100;1;2;3;Apartamento;urbanización la flora;-76,514;3,49
Zona Sur;1;4;140;44;1;1;2;Apartamento;san fernando;-76,514;3,413
Zona Norte;NA;3;95;55;1;1;3;Apartamento;las ceibas;-76,514;3,454
Zona Oeste;NA;6;850;178;2;4;3;Apartamento;cristales;-76,514;3,462
Zona Sur;NA;4;290;86;2;2;3;Apartamento;ciudad bochalema;-76,514;3,406
Zona Norte;NA;3;130;54;NA;2;2;Apartamento;brisas de los;-76,514;3,476
Zona Sur;NA;4;265;86;1;2;2;Apartamento;bochalema;-76,514;3,406
Zona Sur;NA;3;135;117;NA;2;3;Apartamento;alameda;-76,514;3,441
Zona Oriente;1;3;200;300;NA;1;2;Casa;prados de oriente;-76,51408;3,43272
Zona Oriente;1;3;250;189;NA;5;7;Casa;prados de oriente;-76,51408;3,43272
Zona Norte;3;5;280;100;1;2;3;Apartamento;la flora;-76,51408;3,48953
Zona Norte;4;5;260;90;1;2;3;Apartamento;la flora;-76,51408;3,48953
Zona Norte;1;3;120;110;NA;2;4;Casa;los guayacanes;-76,51411;3,4771
Zona Norte;NA;5;530;234;6;4;4;Casa;la flora;-76,51414;3,48996
Zona Oriente;3;3;115;117;NA;2;4;Apartamento;la floresta;-76,51418;3,44569
Zona Norte;3;5;320;100;1;3;3;Apartamento;la flora;-76,51424;3,49029
Zona Sur;4;4;125;56;NA;2;2;Apartamento;valle del lili;-76,51428;3,37231
Zona Sur;6;5;270;80;1;2;3;Apartamento;valle del lili;-76,51428;3,36537
Zona Oriente;1;3;200;120;1;1;3;Casa;prados de oriente;-76,51429;3,43372
Zona Norte;1;5;390;155;3;3;3;Casa;la flora;-76,51434;3,48819
Zona Sur;1;4;250;98;1;3;3;Casa;valle del lili;-76,51434;3,3762
Zona Sur;2;4;280;155;2;5;4;Casa;valle del lili;-76,51434;3,3762
Zona Sur;2;4;258;100;2;3;3;Casa;valle del lili;-76,51434;3,3762
Zona Sur;NA;4;280;100;2;3;3;Casa;valle del lili;-76,51434;3,3762
Zona Sur;2;4;200;75;1;2;2;Apartamento;valle del lili;-76,51434;3,37503
Zona Sur;2;4;330;115;1;3;4;Casa;valle del lili;-76,51437;3,36769
Zona Sur;3;4;155;58;NA;2;2;Apartamento;valle del lili;-76,51437;3,3789
Zona Sur;4;4;150;59;NA;2;2;Apartamento;valle del lili;-76,51437;3,3789
Zona Sur;3;4;145;60;1;2;3;Apartamento;valle del lili;-76,51437;3,36514
Zona Sur;5;4;135;55;1;2;2;Apartamento;valle del lili;-76,51437;3,36514
Zona Norte;4;4;380;123;1;3;3;Apartamento;la flora;-76,51437;3,48618
Zona Norte;4;4;240;95;1;3;3;Apartamento;la flora;-76,51437;3,47081
Zona Sur;NA;4;140;58;1;2;3;Apartamento;valle del lili;-76,51438;3,3785
Zona Sur;2;4;280;120;2;5;4;Casa;valle del lili;-76,51441;3,37595
Zona Sur;3;4;318;175;2;4;4;Casa;el caney;-76,51441;3,37949
Zona Sur;3;5;240;70;1;2;2;Apartamento;valle del lili;-76,51445;3,36928
Zona Norte;NA;5;350;203;2;2;5;Casa;el bosque;-76,51448;3,48531
Zona Oriente;1;3;110;110;NA;1;3;Casa;ciudad cordoba;-76,5145;3,39806
Zona Sur;10;4;285;92;1;3;2;Apartamento;valle del lili;-76,51453;3,46201
Zona Norte;3;5;330;104;2;2;3;Apartamento;la flora;-76,51456;3,48943
Zona Norte;2;5;780;500;2;5;5;Casa;la flora;-76,51463;3,48849
Zona Norte;6;5;310;83;1;2;2;Apartamento;la flora;-76,51463;3,48703
Zona Norte;NA;4;305;117;NA;3;4;Casa;acopi;-76,51466;3,38679
Zona Norte;1;4;445;357;2;3;4;Casa;la flora;-76,51471;3,48643
Zona Centro;1;3;260;211;1;3;4;Casa;belalcazar;-76,51471;3,42346
Zona Sur;3;4;157;58;NA;2;2;Apartamento;valle del lili;-76,51472;3,37849
Zona Sur;3;4;335;210;1;4;5;Casa;el caney;-76,51475;3,38196
Zona Sur;3;4;365;210;1;5;5;Casa;el caney;-76,51475;3,38196
Zona Norte;2;4;180;73;1;2;3;Apartamento;la flora;-76,51475;3,46261
Zona Sur;3;4;335;150;1;4;5;Casa;el caney;-76,51476;3,38159
Zona Sur;NA;4;125;52;1;2;3;Apartamento;valle del lili;-76,51482;3,36555
Zona Norte;11;3;377;85;1;2;3;Apartamento;la flora;-76,51482;3,48793
Zona Norte;8;5;285;89;1;3;3;Apartamento;la flora;-76,51485;3,49117
Zona Oriente;1;3;160;125;NA;1;7;Casa;primitivo crespo;-76,51486;3,43917
Zona Norte;2;4;190;84;2;3;3;Apartamento;prados del norte;-76,51487;3,46199
Zona Sur;NA;4;150;60;NA;2;3;Apartamento;valle del lili;-76,51488;3,36917
Zona Sur;1;4;145;56;NA;2;2;Apartamento;valle del lili;-76,51488;3,37831
Zona Sur;2;5;290;110;NA;3;3;Casa;el caney;-76,51491;3,38454
Zona Sur;3;4;260;125;1;3;4;Casa;el caney;-76,51491;3,38525
Zona Sur;5;4;165;62;1;2;3;Apartamento;valle del lili;-76,51492;3,36943
Zona Sur;2;4;180;62;1;2;3;Apartamento;valle del lili;-76,51492;3,36943
Zona Sur;6;4;165;60;1;2;2;Apartamento;valle del lili;-76,51495;3,37354
Zona Sur;2;6;1500;596;5;6;5;Casa;pance;-76,51496;3,47036
Zona Oriente;4;3;99;62;1;1;3;Apartamento;prados de oriente;-76,51498;3,4341
Zona Norte;3;4;690;358;6;8;9;Casa;vipasa;-76,515;3,476
Zona Norte;NA;5;530;280;5;3;5;Casa;urbanización la merced;-76,515;3,482
Zona Norte;NA;5;485;280;2;4;3;Casa;urbanización la flora;-76,515;3,486
Zona Norte;NA;5;430;180;2;4;3;Casa;urbanización la flora;-76,515;3,489
Zona Norte;3;5;360;160;2;3;3;Casa;urbanización la flora;-76,515;3,491
Zona Norte;3;5;520;235;1;4;5;Casa;urbanización la flora;-76,515;3,486
Zona Norte;2;5;320;90;2;3;3;Casa;urbanización la flora;-76,515;3,488
Zona Sur;NA;5;750;433;NA;5;10;Casa;templete;-76,515;3,421
Zona Sur;4;3;450;450;2;5;7;Casa;santa mónica popular;-76,515;3,437
Zona Sur;2;4;298;200;2;4;4;Casa;ciudad real;-76,515;3,385
Zona Sur;3;4;370;270;1;4;4;Casa;ciudad real;-76,515;3,382
Zona Oriente;2;3;190;160;NA;2;6;Casa;ciudad córdoba;-76,515;3,398
Zona Sur;NA;4;390;140;9;5;5;Casa;ciudad 2000;-76,515;3,393
Zona Sur;NA;3;580;450;4;4;7;Casa;la buitrera;-76,515;3,461
Zona Sur;NA;4;140;60;1;2;3;Apartamento;valle del lili;-76,515;3,36911
Zona Sur;2;4;147;49;NA;2;2;Apartamento;valle del lili;-76,515;3,36911
Zona Sur;5;4;140;50;NA;2;3;Apartamento;valle del lili;-76,515;3,365
Zona Sur;2;5;185;62;1;2;3;Apartamento;valle del lili;-76,515;3,369
Zona Sur;2;5;180;61;1;2;3;Apartamento;valle del lili;-76,515;3,369
Zona Sur;4;4;130;65;NA;2;3;Apartamento;valle del lili;-76,515;3,365
Zona Norte;2;5;240;72;1;2;3;Apartamento;urbanización la flora;-76,515;3,49
Zona Norte;NA;5;328;120;1;3;3;Apartamento;prados del norte;-76,515;3,462
Zona Norte;1;3;100;53;NA;1;3;Apartamento;paso del comercio;-76,515;3,468
Zona Norte;NA;4;750;392;1;4;4;Apartamento;la flora;-76,515;3,489
Zona Norte;1;5;290;108;1;2;3;Apartamento;la flora;-76,515;3,491
Zona Sur;6;4;200;78;1;2;3;Apartamento;caney;-76,515;3,389
Zona Norte;NA;3;115;58;NA;2;3;Apartamento;brisas de los;-76,515;3,475
Zona Oriente;5;3;90;59;1;2;3;Apartamento;prados de oriente;-76,51503;3,4342
Zona Norte;NA;4;320;140;2;5;7;Casa;la merced;-76,51511;3,47845
Zona Norte;4;5;380;156;2;4;4;Apartamento;la flora;-76,51511;3,40812
Zona Sur;NA;4;320;150;1;2;4;Casa;el caney;-76,51512;3,38552
Zona Sur;3;4;360;180;2;4;5;Casa;ciudad 2000;-76,51514;3,3948
Zona Sur;3;4;368;320;1;4;4;Casa;ciudad 2000;-76,51514;3,3948
Zona Sur;3;4;360;297;1;4;5;Casa;ciudad 2000;-76,51514;3,3948
Zona Sur;4;4;230;66;2;2;3;Apartamento;ciudad bochalema;-76,51514;3,36589
Zona Sur;3;5;370;214;1;5;6;Casa;el caney;-76,51515;3,38594
Zona Sur;2;5;235;76;1;2;3;Apartamento;valle del lili;-76,51517;3,3697
Zona Sur;2;4;235;74;1;2;3;Apartamento;valle del lili;-76,51517;3,3697
Zona Sur;9;4;242;73;1;2;3;Apartamento;valle del lili;-76,51517;3,3697
Zona Norte;2;4;210;73;1;2;3;Apartamento;prados del norte;-76,51517;3,46205
Zona Norte;7;5;208;72;1;2;3;Apartamento;la flora;-76,51518;3,49117
Zona Sur;3;5;215;65;1;2;3;Casa;valle del lili;-76,51521;3,37081
Zona Sur;4;5;234;70;1;2;3;Apartamento;valle del lili;-76,51521;3,37081
Zona Sur;NA;5;208;73;1;2;3;Apartamento;valle del lili;-76,51521;3,3694
Zona Norte;3;5;270;100;1;2;3;Apartamento;la flora;-76,51523;3,48832
Zona Norte;2;5;320;200;2;4;4;Casa;la flora;-76,51524;3,48893
Zona Norte;NA;4;530;390;1;6;7;Casa;vipasa;-76,51524;3,4823
Zona Oriente;NA;3;210;118;1;1;2;Casa;el jardín;-76,51524;3,42596
Zona Norte;4;4;240;75;1;2;3;Apartamento;prados del norte;-76,51525;3,46728
Zona Sur;3;4;315;170;2;4;4;Casa;el caney;-76,51529;3,38025
Zona Sur;4;3;145;52;NA;2;3;Apartamento;valle del lili;-76,51531;3,36584
Zona Sur;1;4;215;60;1;2;3;Apartamento;valle del lili;-76,51531;3,37009
Zona Oriente;NA;3;350;220;2;2;4;Casa;20 de julio;-76,51537;3,43566
Zona Norte;2;4;210;72;1;2;3;Apartamento;prados del norte;-76,51537;3,47156
Zona Norte;NA;5;350;190;1;3;3;Casa;la flora;-76,51538;3,48796
Zona Norte;NA;4;220;75;NA;2;3;Apartamento;acopi;-76,51539;3,36866
Zona Norte;1;5;220;100;1;2;3;Apartamento;la flora;-76,5154;3,48815
Zona Norte;6;5;285;82;1;2;3;Apartamento;la flora;-76,5154;3,49055
Zona Oriente;2;3;320;310;NA;0;0;Apartamento;saavedra galindo;-76,51541;3,44341
Zona Sur;2;4;280;101;2;3;3;Casa;valle del lili;-76,51544;3,37296
Zona Sur;8;4;245;68;1;2;3;Apartamento;valle del lili;-76,51544;3,37116
Zona Sur;NA;5;395;220;1;5;4;Casa;valle del lili;-76,51545;3,37545
Zona Oriente;3;3;320;370;NA;5;5;Casa;alfonso lópez;-76,51549;3,44602
Zona Sur;3;5;360;240;2;4;3;Casa;valle del lili;-76,51553;3,37827
Zona Norte;NA;3;93;120;1;2;3;Apartamento;cali bella;-76,51553;3,39316
Zona Norte;4;5;190;75;1;1;2;Apartamento;la flora;-76,51557;3,48721
Zona Sur;NA;5;185;65;1;2;3;Apartamento;valle del lili;-76,51559;3,37135
Zona Sur;8;4;225;60;1;2;2;Apartamento;valle del lili;-76,5156;3,37133
Zona Sur;11;5;240;71;1;2;3;Apartamento;valle del lili;-76,51563;3,44992
Zona Sur;2;3;160;65;1;2;3;Apartamento;el caney;-76,51563;3,38403
Zona Sur;7;4;213;76;1;2;3;Apartamento;valle del lili;-76,51566;3,36943
Zona Sur;7;5;227;71;1;2;2;Apartamento;valle del lili;-76,51566;3,3706
Zona Sur;7;4;153;60;1;2;3;Apartamento;valle del lili;-76,51566;3,37225
Zona Sur;5;5;230;75,98;1;2;2;Apartamento;valle del lili;-76,51566;3,36943
Zona Sur;2;5;209;76;1;2;3;Apartamento;valle del lili;-76,51566;3,36943
Zona Sur;3;4;325;90;1;4;5;Casa;ciudad 2000;-76,51567;3,39552
Zona Sur;NA;4;315;170;2;4;5;Casa;el caney;-76,51567;3,3799
Zona Norte;2;5;400;113;2;3;3;Apartamento;la flora;-76,51567;3,48914
Zona Norte;2;5;320;160;1;3;4;Casa;la flora;-76,51568;3,48876
Zona Sur;5;5;230;70;1;2;3;Apartamento;valle del lili;-76,51569;3,37076
Zona Sur;8;5;222;64;1;2;2;Apartamento;valle del lili;-76,51569;3,37076
Zona Sur;8;5;235;70;1;2;2;Apartamento;valle del lili;-76,51569;3,37076
Zona Sur;NA;4;140;60;NA;2;2;Apartamento;el caney;-76,51572;3,38425
Zona Norte;11;5;200;60;2;2;2;Apartamento;prados del norte;-76,51573;3,46548
Zona Sur;3;4;370;280;1;3;0;Casa;el caney;-76,51574;3,379
Zona Sur;8;4;235;70;1;2;2;Apartamento;valle del lili;-76,51574;3,36966
Zona Sur;7;4;160;60;NA;2;3;Apartamento;el caney;-76,51578;3,38493
Zona Norte;NA;4;250;74;1;2;2;Apartamento;prados del norte;-76,51579;3,46474
Zona Sur;1;5;190;74;1;2;3;Apartamento;valle del lili;-76,51581;3,36943
Zona Norte;3;5;220;105;1;3;4;Apartamento;floralia;-76,51581;3,48661
Zona Norte;12;5;505;121;2;4;4;Apartamento;zona norte;-76,51582;3,48995
Zona Sur;8;4;235;65;1;2;2;Apartamento;valle del lili;-76,51582;3,37056
Zona Sur;8;4;230;75;1;2;2;Apartamento;valle del lili;-76,51582;3,37056
Zona Norte;NA;4;162;60;NA;2;3;Apartamento;acopi;-76,51585;3,38407
Zona Sur;3;4;350;240;1;4;4;Casa;zona sur;-76,51586;3,37831
Zona Sur;10;5;380;95;2;3;3;Apartamento;valle del lili;-76,51586;3,36827
Zona Norte;10;6;350;145;2;3;3;Apartamento;la flora;-76,51588;3,46673
Zona Sur;1;4;158;56;1;2;3;Apartamento;valle del lili;-76,5159;3,3746
Zona Oriente;2;3;290;184;2;3;4;Apartamento;zona oriente;-76,51591;3,41344
Zona Sur;3;5;395;220;2;4;4;Casa;valle del lili;-76,51592;3,3782
Zona Sur;7;5;150;60;NA;2;2;Apartamento;el caney;-76,51593;3,3848
Zona Sur;2;4;166;60;NA;2;3;Apartamento;el caney;-76,51593;3,38397
Zona Sur;8;4;140;58;NA;2;2;Apartamento;el caney;-76,51593;3,38397
Zona Sur;NA;4;150;57;NA;2;3;Apartamento;caney;-76,51593;3,38397
Zona Sur;6;4;215;69;1;2;3;Apartamento;valle del lili;-76,51594;3,36991
Zona Norte;4;5;250;100;1;2;3;Apartamento;la flora;-76,51594;3,49006
Zona Sur;1;3;240;160;1;2;3;Casa;las acacias;-76,51595;3,43482
Zona Norte;2;5;290;83;1;2;3;Apartamento;la flora;-76,51595;3,48999
Zona Sur;8;4;150;59;1;2;2;Apartamento;el caney;-76,51595;3,38485
Zona Sur;NA;4;160;65;1;2;3;Apartamento;el caney;-76,51596;3,38504
Zona Norte;NA;5;178;96;1;3;3;Apartamento;la flora;-76,51598;3,48916
Zona Sur;NA;5;175;62;1;2;3;Apartamento;valle del lili;-76,51599;3,37034
Zona Norte;1;4;449;220;4;4;3;Casa;vipasa;-76,516;3,478
Zona Sur;NA;4;280;100;1;3;3;Casa;valle del lili;-76,516;3,448
Zona Norte;2;4;360;389;2;6;9;Casa;urbanización la merced;-76,516;3,482
Zona Norte;NA;5;370;320;3;3;3;Casa;urbanización la flora;-76,516;3,488
Zona Oriente;3;3;495;364;2;6;8;Casa;el jardín;-76,516;3,431
Zona Norte;NA;5;330;130;4;3;3;Casa;la flora;-76,516;3,488
Zona Oriente;NA;3;140;126;NA;2;4;Casa;ciudad modelo;-76,516;3,42269
Zona Oriente;2;3;350;305;2;4;8;Casa;ciudad modelo;-76,516;3,418
Zona Sur;2;5;1000;560;2;8;5;Casa;ciudad jardín;-76,516;3,423
Zona Sur;2;4;420;250;2;4;6;Casa;ciudad 2000;-76,516;3,398
Zona Sur;NA;4;420;200;1;5;6;Casa;ciudad 2000;-76,516;3,395
Zona Sur;3;4;335;250;1;5;5;Casa;ciudad 2000;-76,516;3,393
Zona Sur;2;4;255;120;1;2;2;Casa;ciudad 2000;-76,516;3,394
Zona Sur;4;4;470;320;1;6;4;Casa;caney;-76,516;3,382
Zona Sur;NA;4;315;320;2;4;5;Casa;caney;-76,516;3,38
Zona Sur;NA;5;395;220;1;0;0;Casa;caney;-76,516;3,376
Zona Centro;NA;3;390;150;4;4;6;Casa;benjamín herrera;-76,516;3,447
Zona Oriente;NA;3;75;50;NA;1;2;Apartamento;villa del sur;-76,516;3,413
Zona Sur;4;4;165;53;NA;2;3;Apartamento;valle de lili;-76,516;3,385
Zona Sur;3;5;220;65;1;2;3;Apartamento;valle del lili;-76,516;3,371
Zona Sur;NA;4;215;68;1;2;3;Apartamento;valle del lili;-76,516;3,448
Zona Sur;1;4;195;60;1;2;3;Apartamento;valle del lili;-76,516;3,448
Zona Sur;NA;4;226;69;NA;2;3;Apartamento;valle del lili;-76,516;3,371
Zona Sur;NA;4;210;74;1;2;2;Apartamento;valle del lili;-76,516;3,369
Zona Sur;3;5;230;70;1;2;2;Apartamento;valle del lili;-76,516;3,371
Zona Sur;1;5;216;65;1;2;2;Apartamento;valle del lili;-76,516;3,371
Zona Sur;1;5;160;58;NA;2;3;Apartamento;valle del lili;-76,516;3,373
Zona Sur;NA;5;250;70;1;2;3;Apartamento;valle del lili;-76,516;3,369
Zona Sur;8;5;225;70;1;2;3;Apartamento;valle del lili;-76,516;3,37051
Zona Sur;5;5;400;110;2;3;3;Apartamento;valle del lili;-76,516;3,368
Zona Sur;NA;4;140;55;NA;2;3;Apartamento;valle del lili;-76,516;3,372
Zona Sur;7;5;230;69;1;2;3;Apartamento;valle del lili;-76,516;3,369
Zona Sur;NA;5;230;75;1;2;3;Apartamento;valle del lili;-76,516;3,369
Zona Sur;NA;4;215;70;1;2;2;Apartamento;valle del lili;-76,516;3,371
Zona Sur;NA;4;220;72;1;2;3;Apartamento;valle del lili;-76,516;3,369
Zona Sur;7;4;240;70;1;2;2;Apartamento;valle del lili;-76,516;3,371
Zona Sur;4;4;250;80;1;2;3;Apartamento;valle del lili;-76,516;3,372
Zona Sur;7;4;175;61;1;2;3;Apartamento;valle del lili;-76,516;3,371
Zona Sur;NA;4;160;53;NA;2;3;Apartamento;valle del lili;-76,516;3,375
Zona Sur;5;4;215;65;1;2;2;Apartamento;valle del lili;-76,516;3,371
Zona Sur;NA;5;220;74;1;2;3;Apartamento;valle del lili;-76,516;3,369
Zona Sur;NA;4;230;75;1;2;2;Apartamento;valle del lili;-76,516;3,369
Zona Sur;2;4;150;55;1;2;3;Apartamento;valle del lili;-76,516;3,378
Zona Sur;NA;4;230;75;1;2;2;Apartamento;valle del lili;-76,516;3,369
Zona Sur;7;4;185;68;1;2;3;Apartamento;valle del lili;-76,516;3,375
Zona Sur;8;4;235;63;1;2;2;Apartamento;valle del lili;-76,516;3,371
Zona Sur;8;5;225;58;1;1;2;Apartamento;valle del lili;-76,516;3,371
Zona Sur;NA;5;225;70;1;2;2;Apartamento;valle del lili;-76,516;3,371
Zona Sur;NA;5;324;93;2;2;3;Apartamento;valle del lili;-76,516;3,368
Zona Sur;1;5;230;73;1;2;3;Apartamento;valle del lili;-76,516;3,371
Zona Sur;NA;5;225;67;1;2;3;Apartamento;valle del lili;-76,516;3,369
Zona Sur;NA;5;240;70;1;2;3;Apartamento;valle del lili;-76,516;3,371
Zona Norte;6;5;350;132;2;2;2;Apartamento;urbanización la flora;-76,516;3,486
Zona Norte;11;5;425;104;2;3;3;Apartamento;urbanización la flora;-76,516;3,488
Zona Norte;NA;5;213;63;1;2;3;Apartamento;urbanización la flora;-76,516;3,491
Zona Norte;NA;3;73;60;NA;1;3;Apartamento;los alcázares;-76,516;3,463
Zona Norte;3;5;295;76;1;2;2;Apartamento;la flora;-76,516;3,48913
Zona Norte;NA;5;295;87;1;2;3;Apartamento;la flora;-76,516;3,49
Zona Norte;NA;5;320;138;2;2;3;Apartamento;la flora;-76,516;3,488
Zona Sur;7;4;160;60;NA;2;3;Apartamento;caney;-76,516;3,385
Zona Sur;3;5;300;105;1;2;3;Apartamento;caney;-76,516;3,383
Zona Sur;3;4;170;60;NA;2;3;Apartamento;caney;-76,516;3,382
Zona Sur;8;3;288;85;1;2;4;Apartamento;caney;-76,516;3,382
Zona Sur;7;5;155;59;NA;2;2;Apartamento;caney;-76,516;3,385
Zona Sur;8;4;148;60;NA;2;2;Apartamento;caney;-76,516;3,385
Zona Sur;1;4;195;80;NA;2;3;Apartamento;caney;-76,516;3,382
Zona Sur;1;4;195;83;NA;2;2;Apartamento;caney especial;-76,516;3,382
Zona Sur;7;4;310;92;1;3;3;Apartamento;valle del lili;-76,51601;3,36586
Zona Oriente;NA;3;280;200;NA;4;6;Casa;la independencia;-76,51601;3,41751
Zona Sur;7;4;150;55;NA;2;3;Apartamento;valle del lili;-76,51602;3,37813
Zona Norte;1;5;260;76;1;2;3;Apartamento;la flora;-76,51602;3,49103
Zona Norte;1;5;290;87;1;2;3;Apartamento;la flora;-76,51602;3,49103
Zona Norte;12;5;300;90;2;2;3;Apartamento;la flora;-76,51602;3,49103
Zona Sur;1;3;258;220;2;2;6;Casa;zona sur;-76,51604;3,43606
Zona Oriente;1;3;265;300;NA;4;5;Casa;nueva floresta;-76,51604;3,43606
Zona Sur;7;4;145;45;NA;2;2;Apartamento;el caney;-76,51604;3,38159
Zona Sur;7;4;152;60;NA;2;3;Apartamento;el caney;-76,51604;3,38159
Zona Norte;NA;5;320;170;1;3;3;Casa;la flora;-76,51604;3,48913
Zona Sur;2;4;285;160;2;5;3;Casa;valle del lili;-76,51608;3,37477
Zona Norte;NA;5;225;65;NA;2;3;Apartamento;acopi;-76,51608;3,3693
Zona Norte;NA;5;250;75;NA;2;3;Apartamento;acopi;-76,51608;3,3693
Zona Norte;NA;5;350;140;2;3;2;Casa;la flora;-76,51608;3,48918
Zona Norte;NA;5;325;107;NA;2;3;Apartamento;acopi;-76,51608;3,37058
Zona Sur;2;4;250;90;1;2;2;Casa;ciudad 2000;-76,5161;3,39273
Zona Sur;6;5;360;107;1;3;3;Apartamento;valle del lili;-76,51611;3,37039
Zona Oeste;NA;5;1200;630;4;7;5;Casa;tejares de san;-76,51611;3,43829
Zona Sur;NA;6;850;380;2;6;5;Casa;ciudad jardín;-76,51613;3,46829
Zona Norte;NA;5;240;70;1;2;3;Apartamento;la flora;-76,51613;3,49105
Zona Sur;NA;4;314;230;1;3;3;Casa;el caney;-76,51615;3,38231
Zona Norte;3;5;215;102;1;2;3;Apartamento;la flora;-76,51618;3,48659
Zona Oeste;NA;5;270;84;NA;2;3;Apartamento;zona norte;-76,5162;3,49122
Zona Sur;5;5;390;110,62;2;3;3;Apartamento;valle del lili;-76,51626;3,36786
Zona Sur;9;4;220;90;1;2;3;Apartamento;el caney;-76,51626;3,38542
Zona Norte;1;5;485;228;2;3;4;Casa;la flora;-76,5163;3,48772
Zona Sur;2;5;290;90;1;3;3;Apartamento;valle del lili;-76,5163;3,37071
Zona Sur;5;5;197;70;1;3;3;Apartamento;valle del lili;-76,5163;3,42203
Zona Norte;NA;5;340;180;2;4;4;Casa;la flora;-76,51633;3,48675
Zona Oriente;2;3;400;420;1;5;7;Casa;zona oriente;-76,51634;3,41267
Zona Oeste;2;6;850;240;2;5;5;Casa;santa teresita;-76,51634;3,43676
Zona Sur;3;4;350;320;3;4;5;Casa;el caney;-76,51634;3,38354
Zona Norte;NA;5;275;87;1;2;3;Apartamento;la flora;-76,51637;3,48748
Zona Norte;NA;3;72;48;NA;1;2;Apartamento;bolivariano;-76,51641;3,46921
Zona Sur;7;4;155;60;NA;2;3;Apartamento;valle del lili;-76,51643;3,37133
Zona Sur;5;5;300;90;1;3;4;Apartamento;valle del lili;-76,51643;3,37066
Zona Sur;3;5;215;65;1;2;3;Apartamento;valle del lili;-76,51643;3,4515
Zona Norte;8;5;305;90;1;2;3;Apartamento;la flora;-76,51643;3,48558
Zona Sur;2;4;210;80;1;2;3;Apartamento;el caney;-76,51643;3,38397
Zona Sur;NA;3;420;280;1;4;7;Casa;zona sur;-76,51644;3,41285
Zona Norte;10;4;250;74;1;2;2;Apartamento;prados del norte;-76,51646;3,46511
Zona Norte;3;4;229;74;1;2;3;Apartamento;prados del norte;-76,51646;3,46511
Zona Sur;1;5;250;84;1;2;3;Apartamento;valle del lili;-76,51649;3,37062
Zona Norte;2;4;193;83;2;3;4;Apartamento;prados del norte;-76,51649;3,46516
Zona Norte;4;4;160;90;1;2;3;Apartamento;prados del norte;-76,51649;3,46516
Zona Norte;2;5;195;35;NA;1;0;Apartamento;Cali;-76,5165;3,45154
Zona Norte;10;5;330;91;NA;3;0;Apartamento;Cali;-76,5165;3,45154
Zona Sur;1;4;155;60;NA;2;3;Apartamento;valle del lili;-76,5165;3,45154
Zona Sur;8;4;165;58;NA;2;2;Apartamento;valle del lili;-76,5165;3,45154
Zona Sur;5;4;130;57;NA;2;2;Apartamento;valle del lili;-76,5165;3,45154
Zona Sur;7;4;160;60;NA;2;3;Apartamento;valle del lili;-76,5165;3,45154
Zona Sur;6;4;150;60;NA;2;3;Apartamento;valle del lili;-76,5165;3,45154
Zona Norte;4;5;230;84;1;2;3;Apartamento;la flora;-76,51651;3,48943
Zona Sur;2;4;450;400;3;3;3;Casa;el caney;-76,51652;3,37923
Zona Sur;2;4;295;95;1;3;3;Casa;ciudad 2000;-76,51655;3,40282
Zona Sur;2;4;147;60;NA;2;2;Apartamento;ciudad bochalema;-76,51655;3,40282
Zona Sur;9;5;163;60;1;2;3;Apartamento;ciudad bochalema;-76,51655;3,40282
Zona Sur;6;5;354;93;1;2;2;Apartamento;valle del lili;-76,51658;3,37192
Zona Sur;12;4;250;85;1;2;3;Apartamento;valle del lili;-76,51658;3,37192
Zona Sur;6;5;250;75;1;2;2;Apartamento;valle del lili;-76,51658;3,37192
Zona Sur;2;4;295;150;1;3;4;Casa;ciudad 2000;-76,51659;3,39348
Zona Sur;NA;4;305;239;1;4;4;Casa;el caney;-76,51659;3,38453
Zona Sur;3;4;210;86;1;2;4;Casa;el caney;-76,51659;3,38453
Zona Sur;3;4;400;240;2;3;4;Casa;el caney;-76,51659;3,38453
Zona Sur;3;4;400;240;1;4;4;Casa;el caney;-76,51659;3,38453
Zona Sur;3;4;400;200;1;5;7;Casa;el caney;-76,51659;3,38453
Zona Sur;3;4;350;144;1;3;4;Casa;el caney;-76,51659;3,38453
Zona Sur;2;5;380;90;1;4;6;Casa;el caney;-76,51659;3,38453
Zona Sur;1;4;190;72;1;3;2;Casa;el caney;-76,51659;3,38453
Zona Sur;3;4;198;72;1;3;4;Casa;el caney;-76,51659;3,38453
Zona Sur;3;3;198;172;NA;3;5;Casa;el caney;-76,51659;3,38453
Zona Sur;NA;4;265;150;NA;3;4;Casa;el caney;-76,51659;3,38453
Zona Sur;NA;5;360;226;2;5;5;Casa;el caney;-76,51659;3,38453
Zona Sur;12;4;380;107;2;2;3;Apartamento;valle del lili;-76,51659;3,37438
Zona Sur;12;5;380;107;2;3;3;Apartamento;valle del lili;-76,51659;3,36759
